"sku","name"
"Dior0158S-3","Dior 0158/S 0AFBN Black Grey/Dark Grey"
"Dior0158S-4","Dior 0158/S 0AGNR Black Khaki/Brown Grey"
"Dior0158S-5","Dior 0158/S 0AHHJ Anth Yellow/Gunmetal"
"Dior0158S-6","Dior 0158/S MGFBN Black/Dark Grey"
"Dior0160-1","Dior 0160 0AK Matte Black Shiny"
"Dior0160-2","Dior 0160 0AL Matte Dark Ruthenium"
"Dior0160-3","Dior 0160 0AM Matte Black Havana"
"Dior0160-4","Dior 0160 0AN Matte Palladium Red"
"Dior0161-1","Dior 0161 0AK Matte Black Shiny"
"Dior0161-2","Dior 0161 0AL Matte Dark Ruthenium"
"Dior0161-3","Dior 0161 0AM Matte Black Havana"
"Dior0161-4","Dior 0161 0AN Matte Palladium Red"
"Dior0164S-1","Dior 0164/S 0AKBN Matte Black/Dark Grey"
"Dior0164S-2","Dior 0164/S 0ALEJ Dark Ruthenium Havana/Brown"
"Dior0164S-3","Dior 0164/S 0AMHD Black Havana/Grey Shaded"
"Dior0164S-4","Dior 0164/S 0ANHA Palladium Red/Brown SF"
"Dior0165S-1","Dior 0165/S 0AKBN Matte Black/Dark Grey"
"Dior0165S-2","Dior 0165/S 0ALNR Dark Ruthenium Havana/Brown Grey"
"Dior0165S-3","Dior 0165/S 0AMHD Black Havana/Grey Shaded"
"Dior0165S-4","Dior 0165/S 0ANHA Palladium Red/Brown SF"
"Dior0166-1","Dior 0166 10G Matte Black"
"Dior0166-2","Dior 0166 E62 Brown"
"Dior0166-3","Dior 0166 E64 Ruthenium Black"
"Dior0166-4","Dior 0166 L2O Brown Dark Havana"
"Dior0168-1","Dior 0168 E5A Ruthenium Grey"
"Dior0168-2","Dior 0168 E5M Shiny Black"
"Dior0168-3","Dior 0168 E5P Ruthenium Blue"
"Dior0168-4","Dior 0168 E60 Palladium Black"
"Dior0168-5","Dior 0168 HVL Dark Ruthenium Havana"
"Dior0169-1","Dior 0169/S E4Q3H Matte Black/Grey Polarized"
"Dior0169-2","Dior 0169/S E4TCC Brushed Ruthenium Red/Brown"
"Dior0169-3","Dior 0169/S E4YR4 Brushed Ruthenium Blue/Grey Green"
"Dior0169-4","Dior 0169/S E5ADX Ruthenium Grey/Dark Grey"
"Dior0169-5","Dior 0169/S E5EHD Palladium White/Grey"
"Dior0169-6","Dior 0169/S HVLSP Dark Ruthenium Havana/Bronze Polarized"
"Dior0171-1","Dior 0171/S 003/R4 Matte Black/Grey Green"
"Dior0171-2","Dior 0171/S 006/P9 Shiny Black/Grey"
"Dior0171-3","Dior 0171/S E5JY1 Brushed Ruthenium/Grey"
"Dior0171-4","Dior 0171/S TUSHA Matte Red/Brown"
"Dior0172-02","Dior0172 M6W Black Ruthenium"
"Dior0172-1","Dior0172 M6V Black Crystal"
"Dior0172-3","Dior0172 M6Z Black White"
"Dior0172-4","Dior0172 M71 Blue Palladium"
"Dior0173-1","Dior0173 M6V Black Crystal"
"Dior0173-2","Dior0173 M6W Black Ruthenium"
"Dior0173-3","Dior0173 M6Z Brown Ruthenium"
"Dior0173-4","Dior0173 M71 Blue Palladium"
"Dior57th-BGB","Dior 57th O5HCC Black Gold/Brown"
"Dior57th-BSG","Dior 57th O5ISS Black Silver/Grey"
"Dior57th-GB1","Dior 57th O5JJD Brown Gold/Brown"
"Dior57th-PMG","Dior 57th O5GT5 Blue Pal/Mirror Green"
"Dior57th-RGG","Dior 57th O5FVP Red Gold/Gold"
"Diorcocotte-10","Dior Cocotte HWRSS Silver/Grey SP SIlver"
"Diorcocotte-11","Dior Cocotte NG0QH Gold/Brown MS Gold"
"Diorcocotte-12","Dior Cocotte O50QH Violet/Brown MS Gold"
"DiorMystery1-1","Dior Mystery1 791HA Havana/Brown SF"
"DIormystery1-2","Dior Mystery1 D28HD Shiny Black/Grey Shaded"
"Diormystery1-3","Dior Mystery1 WCKD8 Green Black/Brown DS"
"Diormystery1-4","Dior Mystery1 WHBHA Purple Black/Brown DS"
"Diormystery1-5","Dior Mystery1 WHGCC Red Honey Black/Brown SF"
"Diormystery2-1","Dior Mystery2 791HA Havana/Brown SF"
"Diormystery2-2","Dior Mystery2 D28HD Shiny Black/Grey Shaded"
"Diormystery2-3","Dior Mystery2 WCKD8 Green Black/Brown DS"
"DIormystery2-4","Dior Mystery2 WHBHA Purple Black/Brown SF"
"Diormystery2-5","Dior Mystery2 WHGCC Red Black/Brown SF"
"Diorpiccadilly-1","Dior Piccadilly 29ABN Shiny Black/Dark Grey"
"DIorpiccadilly-2","Dior Piccadilly XLZEJ Havana Dark Brown/Brown"
"DIorpiccadilly-3","Dior Piccadilly XM070 Horn Grey Black"
"Diorpiccadilly-4","Dior Piccadilly XMAD8 Brown Horn Brown/Brown DS"
"Diorpondichery2-1","Dior Pondichery 2 XLSHD Black Grey/Grey SF"
"DiorVolute2Str-1","Dior Volute 2 STR 44HK8 Plum/Brown SF"
"Diorvolute2str-2","Dior Volute 2 STR D28JJ Shiny Black/Grey SF"
"Diorvolute2str-3","Dior Volute 2 STR OUSCC Dove Grey/Brown SF"
"DL0001-1","Diesel DL0001 08A Gunmetal/Black"
"DL0001-2","Diesel DL0001 16X Silver/Blue"
"DL0001-3","Diesel DL0001 28E Gold/Brown"
"DL0001-4","Diesel DL0001 28Z Gold/Purple"
"DL0002-1","Diesel DL0002 05A Black/Grey"
"DL0002-2","Diesel DL0002 25B Ivory/Grey Gradient"
"DL0002-3","Diesel DL0002 50B Mud-khaki/Grey Gradient-Sand"
"DL0002-4","Diesel DL0002 92W Petroleum/Blue Gradient"
"DL0003-1","Diesel DL0003 05A Black/Grey"
"DL0003-2","Diesel DL0003 50B Mud Khaki/Grey Green"
"DL0003-3","Diesel DL0003 92X Blue/Flash Silver"
"DL0003-4","Diesel DL0003 98B Military Green/Grey Gradient Sand"
"DL0004-1","Diesel DL0004 01B Shiny Black/Grey Gradient"
"DL0004-2","Diesel DL0004 20B Grey Gradient Mustard/Grey Sand"
"DL0004-3","Diesel DL0004 21C Matte White/Grey Gradient"
"DL0004-4","Diesel DL0004 47V Gradient Blue-Brown/Blue"
"DL0004-5","Diesel DL0004 50Z Brown-Violet/Violet Gradient"
"DL0004-6","Diesel DL0004 58F Matte Khaki/Brown Gradient"
"DL0005-1","Diesel DL0005 01A Black/Grey"
"DL0005-2","Diesel DL0005 20B Grey Gradient Mustard/Grey Gradient Sand"
"DL0005-3","Diesel DL0005 21W White/Blue Gradient"
"DL0005-4","Diesel DL0005 58E Shiny Khaki/Brown"
"DL0005-5","Diesel DL0005 83Z Shiny Violet/Purple Gradient"
"DL0005-6","Diesel DL0005 92W Shiny Petroleum/Petroleum Gradient"
"DL0006-1","Diesel DL0006 01B Shiny Black/Grey Gradient"
"DL0006-2","Diesel DL0006 21B Matte White/Grey Gradient"
"DL0006-3","Diesel DL0006 52P Shiny Havana/Green Gradient Grey"
"DL0006-4","Diesel DL0006 82Z Matte Auber/Purple Gradient"
"DL0007-1","Diesel DL0007 02B Matte Black/Grey Gradient"
"DL0007-2","Diesel DL0007 52F Shiny Havana/Brown Gradient"
"DL0007-3","Diesel DL0007 58P Matte Khaki/Green Gradient"
"DL0007-4","Diesel DL0007 90W Shiny Petroleum/Light Blue"
"DL0008-1","Diesel DL0008 05B Black White Pattern/Grey Gradient"
"DL0008-2","Diesel DL0008 24C Black White Blue Pattern/Grey Gradient"
"DL0008-3","Diesel DL0008 59F Khaki Violet Rose Pattern/Brown Gradient"
"DL0008-4","Diesel DL0008 98B Military Green/Grey Gradient"
"DL5001-1","Diesel DL5001 005 Black/Turquoise"
"DL5001-2","Diesel DL5001 056 Havana/Black"
"DL5001-3","Diesel DL5001 05A Black/Grey"
"DL5001-4","Diesel DL5001 083 Purple White"
"DL5001-5","Diesel DL5001 092 Blue/Red"
"DL5002-1","Diesel DL5002 001 Black"
"DL5002-2","Diesel DL5002 050 Yellow Havana"
"DL5002-3","Diesel DL5002 052 Havana"
"DL5002-4","Diesel DL5002 50A Brown Purple Havana"
"DL5003-1","Diesel DL5003 001 Black"
"DL5003-2","Diesel DL5003 050 Turquoise Black"
"DL5003-3","Diesel DL5003 50A Horn Brown"
"DL5003-4","Diesel DL5003 052 Havana"
"DL5004-1","Diesel DL5004 001 Black"
"DL5004-2","Diesel DL5004 056 Havana"
"DL5004-3","Diesel DL5004 081 Purple"
"DL5004-4","Diesel DL5004 090 Black/White"
"DL5005-1","Diesel DL5005 001 Black"
"DL5005-2","Diesel DL5005 020 Burgundy"
"DL5005-3","Diesel DL5005 056 Havana"
"DL5005-4","Diesel DL5005 090 Black White"
"DL5006-1","Diesel DL5006 001 Black"
"DL5006-2","Diesel DL5006 052 Havana/Black"
"DL5006-3","Diesel DL5006 081 Purple"
"DL5006-4","Diesel DL5006 093 Blue"
"DL5007-1","Diesel DL5007 001 Black"
"DL5007-2","Diesel DL5007 021 Crystal Blue"
"DL5007-3","Diesel DL5007 052 Havana/Black"
"DL5007-4","Diesel DL5007 072 Fuchsia"
"DL5008-1","Diesel DL5008 005 Black"
"DL5008-2","Diesel DL5008 020 White"
"DL5008-3","Diesel DL5008 049 Brown"
"DL5008-4","Diesel DL5008 092 Blue"
"DL5009-1","Diesel DL5009 005 Black"
"DL5009-2","Diesel DL5009 020 White"
"DL5009-3","Diesel DL5009 082 Lilac"
"DL5009-4","Diesel DL5009 092 Blue"
"DL5010-1","Diesel DL5010 001 Black"
"DL5010-2","Diesel DL5010 048 Beige"
"DL5010-3","Diesel DL5010 087 Blue"
"DL5011-1","Diesel DL5011 001 Black"
"DL5011-2","Diesel DL5011 048 Brown"
"DL5011-3","Diesel DL5011 081 Lilac/Pink"
"DL5012-1","Diesel DL5012 005 Black/White"
"DL5012-2","Diesel DL5012 056 Tortoise Olive"
"DL5012-3","Diesel DL5012 068 Purple/Pink"
"DL5012-4","Diesel DL5012 092 Purple/Blue"
"DL5013-1","Diesel DL5013 005 Black/White"
"DL5013-2","Diesel DL5013 056 Purple Havana"
"DL5013-3","Diesel DL5013 05A Black/White/Pink"
"DL5013-4","Diesel DL5013 092 Purple Blue"
"DL5014-1","Diesel DL5014 002 Black Grey"
"DL5014-2","Diesel DL5014 008 Gunmetal/Black/Blue"
"DL5014-3","Diesel DL5014 048 Brown"
"DL5014-4","Diesel DL5014 091 Blue/Red"
"DL5015-1","Diesel DL5015 005 Black Turquoise"
"DL5015-2","Diesel DL5015 056 Havana Olive"
"DL5015-3","Diesel DL5015 05A Black Grey"
"DL5015-4","Diesel DL5015 092 Blue Red"
"DL5016-1","Diesel DL5016 005 Black"
"DL5016-2","Diesel DL5016 024 White"
"DL5016-3","Diesel DL5016 033 Rose Gold"
"DL5016-4","Diesel DL5016 089 Blue"
"DL5017-1","Diesel DL5017 005 Black"
"Dl5017-2","Diesel DL5017 033 Light Gold White"
"DL5017-3","Diesel DL5017 068 Red"
"DL5017-4","Diesel DL5017 092 Blue Bronze"
"DL5017-5","Diesel DL5017 095 Gold Brown"
"DL5018-1","Diesel DL5018 002 Black"
"DL5018-2","Diesel DL5018 009 Gunmetal"
"DL5018-3","Diesel DL5018 049 Bronze"
"DL5018-4","Diesel DL5018 091 Blue"
"DL5019-1","Diesel DL5019 002 Black"
"DL5019-2","Diesel DL5019 009 Gunmetal Brown"
"DL5019-3","Diesel DL5019 049 Bronze Brown"
"DL5019-4","Diesel DL5019 089 Blue"
"DL5020-1","Diesel DL5020 005 Black Blue"
"DL5020-2","Diesel DL5020 008 Gunmetal Lilac"
"DL5020-3","Diesel DL5020 050 Bronze Beige"
"DL5020-4","Diesel DL5020 092 Blue Black "
"DL5021-1","Diesel DL5021 005 Black Blue"
"DL5021-2","Diesel DL5021 034 Bronze Beige"
"DL5021-3","Diesel DL5021 089 Blue"
"DL5021-4","Diesel DL5021 091 Blue Silver White"
"DL5024-1","Diesel DL5024 001 Black"
"DL5024-2","Diesel DL5024 020 Light Blue"
"DL5024-3","Diesel DL5024 042 Orange"
"DL5024-4","Diesel DL5024 090 Navy Blue"
"DL5025-1","Diesel DL5025 001 Black"
"DL5025-2","Diesel DL5025 020 Blue"
"DL5025-3","Diesel DL5025 078 Pink"
"DL5025-4","Diesel DL5025 090 Navy Blue"
"DL5026-1","Diesel DL5026 002 Black Grey"
"DL5026-2","Diesel DL5026 005 Black Gold"
"DL5026-3","Diesel DL5026 048 Beige Brown"
"DL5026-4","Diesel DL5026 092 Purple Blue"
"DL5027-1","Diesel DL5027 005 Black White"
"DL5027-2","Diesel DL5027 041 Black Yellow"
"DL5027-3","Diesel DL5027 083 Purple Blue"
"DL5027-4","Diesel DL5027 089 Blue Black"
"DL5028-1","Diesel DL5028 001 Black"
"DL5028-2","Diesel DL5028 020 Crystal Pink"
"DL5028-3","Diesel DL5028 052 Havana Black"
"DL5028-4","Diesel DL5028 087 Crystal Blue"
"DL5029-1","Diesel DL5029 001 Black"
"DL5029-2","Diesel DL5029 052 Havana Black"
"DL5029-3","Diesel DL5029 081 Purple Blue"
"DL5029-4","Diesel DL5029 090 Blue White"
"DL5030-1","Diesel DL5030 001 Black"
"DL5030-2","Diesel DL5030 052 Havana"
"DL5031-1","Diesel DL5031 001 Black"
"DL5031-2","Diesel DL5031 052 Havana"
"DL5032-1","Diesel DL5032 001 Black"
"DL5032-2","Diesel DL5032 052 Havana"
"DL5033-1","Diesel DL5033 018 Silver"
"DL5033-2","Diesel DL5033 049 Bronze"
"DL5033-3","Diesel DL5033 088 Blue"
"DL5033-4","Diesel DL5033 091 Black"
"DL5034-1","Diesel DL5034 005 Black White"
"DL5034-2","Diesel DL5034 050 Black Grey"
"DL5034-3","Diesel DL5034 068 Red White"
"DL5035-1","Diesel DL5035 005 Black"
"DL5035-2","Diesel DL5035 052 Havana"
"DL5036-1","Diesel DL5036 001 Black"
"DL5036-2","Diesel DL5036 052 Havana"
"Dolce & Gabbana DG1158B-2","Dolce & Gabbana DG1158B 1056 Pale Gold/Blue Havana"
"Dolce & Gabbana DG1158B-4","Dolce & Gabbana DG1158B 1058 Pale Gold/Red Havana"
"Dolce & Gabbana DG1198-1","Dolce & Gabbana DG1198 064 Black"
"Dolce & Gabbana DG1198-10","Dolce & Gabbana DG1198 470 Silver/Red"
"Dolce & Gabbana DG1198-3","Dolce & Gabbana DG1198 1050 Silver Gold/Blue Havana"
"Dolce & Gabbana DG1198-4","Dolce & Gabbana DG1198 1051 Silver Gold"
"Dolce & Gabbana DG1198-5","Dolce & Gabbana DG1198 1052 Silver Gold/Brown"
"Dolce & Gabbana DG1198-6","Dolce & Gabbana DG1198 466 Light Gold/Black"
"Dolce & Gabbana DG1198-7","Dolce & Gabbana DG1198 467 Copper"
"Dolce & Gabbana DG1198-8","Dolce & Gabbana DG1198 468 Silver/Blue"
"Dolce & Gabbana DG1198-9","Dolce & Gabbana DG1198 469 Silver"
"Dolce & Gabbana DG1206-1","Dolce & Gabbana DG1206 061 Silver"
"Dolce & Gabbana DG1206-2","Dolce & Gabbana DG1206 1021 Pink"
"Dolce & Gabbana DG1206-3","Dolce & Gabbana DG1206 1022 Silver"
"Dolce & Gabbana DG1206-4","Dolce & Gabbana DG1206 466 Pale Gold"
"Dolce & Gabbana DG1206-5","Dolce & Gabbana DG1206 477 Azure"
"Dolce & Gabbana DG1207-1","Dolce & Gabbana DG1207 061 Silver"
"Dolce & Gabbana DG1207-2","Dolce & Gabbana DG1207 1023 Pale Gold"
"Dolce & Gabbana DG1207-3","Dolce & Gabbana DG1207 1024 Silver"
"Dolce & Gabbana DG1207-4","Dolce & Gabbana DG1207 1025 Pale Gold"
"Dolce & Gabbana DG1207-5","Dolce & Gabbana DG1207 1026 Silver"
"Dolce & Gabbana DG1209-2","Dolce & Gabbana DG1209 02 Gold"
"Dolce & Gabbana DG1209-3","Dolce & Gabbana DG1209 04 Gunmetal"
"Dolce & Gabbana DG1209-4","Dolce & Gabbana DG1209 05 Silver"
"Dolce & Gabbana DG1215-1","Dolce & Gabbana DG1215 042 Bronze "
"Dolce & Gabbana DG1215-2","Dolce & Gabbana DG1215 064 Shiny Black"
"Dolce & Gabbana DG1215-3","Dolce & Gabbana DG1215 1025 Pale Gold"
"Dolce & Gabbana DG1215-4","Dolce & Gabbana DG1215 1073 Gunmetal"
"Dolce & Gabbana DG1215-5","Dolce & Gabbana DG1215 205 Gunmetal+Blue"
"Dolce & Gabbana DG1216-1","Dolce & Gabbana DG1216 042 Matte Bronze"
"Dolce & Gabbana DG1216-2","Dolce & Gabbana DG1216 064 Shiny Black"
"Dolce & Gabbana DG1216-3","Dolce & Gabbana DG1216 1025 Havana"
"Dolce & Gabbana DG1216-4","Dolce & Gabbana DG1216 1073 Gunmetal"
"Dolce & Gabbana DG1217-1","Dolce & Gabbana DG1217 061 Silver"
"Dolce & Gabbana DG1217-2","Dolce & Gabbana DG1217 1074 Silver"
"Dolce & Gabbana DG1217-3","Dolce & Gabbana DG1217 1075 Pale Gold"
"Dolce & Gabbana DG1217-4","Dolce & Gabbana DG1217 1076 Pale Gold"
"Dolce & Gabbana DG1218-1","Dolce & Gabbana DG1218 1077 Pale Gold"
"Dolce & Gabbana DG1218-2","Dolce & Gabbana DG1218 1078 Gold"
"Dolce & Gabbana DG1218-3","Dolce & Gabbana DG1218 1079 Pale Gold"
"Dolce & Gabbana DG1218-4","Dolce & Gabbana DG1218 1080 Silver"
"Dolce & Gabbana DG2049-2","Dolce & Gabbana DG2049 047/32 Black/Crystal Grey Gradient"
"Dolce & Gabbana DG2049-3","Dolce & Gabbana DG2049 062/32 Silver/Crystal Grey Gradient"
"Dolce & Gabbana DG2073K-2","Dolce & Gabbana DG2073K 1028/57 Silver/Polarized Crystal Brown"
"Dolce & Gabbana DG2075-2","Dolce & Gabbana DG2075 034/13 Gold/Brown Gradient"
"Dolce & Gabbana DG2075-7","Dolce & Gabbana DG2075 034/3D Gold-Silver Beige Mirror/Silver Gradient"
"Dolce & Gabbana DG2075-9","Dolce & Gabbana DG2075 04/87 Gunmetal/Grey"
"Dolce & Gabbana DG2083-1","Dolce & Gabbana DG2083 01/87 Black/Grey"
"Dolce & Gabbana DG2083-2","Dolce & Gabbana DG2083 02/13 Gold/Brown Gradient"
"Dolce & Gabbana DG2083-3","Dolce & Gabbana DG2083 04/8G Gunmetal/Grey Gradient"
"Dolce & Gabbana DG2083-4","Dolce & Gabbana DG2083 05/8G Silver/Grey Gradient"
"Dolce & Gabbana DG2090-1","Dolce & Gabbana DG2090 01/87 Black/Grey"
"Dolce & Gabbana DG2090-2","Dolce & Gabbana DG2090 02/6H Gold/Mirror Grey"
"Dolce & Gabbana DG2090-3","Dolce & Gabbana DG2090 05/6G Silver/Grey Silver Mirror"
"Dolce & Gabbana DG2091-1","Dolce & Gabbana DG2091 01/87 Black/Grey"
"Dolce & Gabbana DG2091-2","Dolce & Gabbana DG2091 034/13 Gold/Silver Brown Gradient"
"Dolce & Gabbana DG2091-3","Dolce & Gabbana DG2091 061/8G Silver/Black Grey Gradient"
"Dolce & Gabbana DG2091-4","Dolce & Gabbana DG2091 488/13 Pale Gold/Brown Brown Gradient"
"Dolce & Gabbana DG2092-1","Dolce & Gabbana DG2092 01/81 Black/Polarized Grey"
"Dolce & Gabbana DG2092-2","Dolce & Gabbana DG2092 024/8G Silver/Gold Grey Gradient"
"Dolce & Gabbana DG2092-3","Dolce & Gabbana DG2092 034/73 Gold/Brown"
"Dolce & Gabbana DG2092-4","Dolce & Gabbana DG2092 04/87 Gunmetal/Grey"
"Dolce & Gabbana DG2094-1","Dolce & Gabbana DG2094 01/87 Black/Grey"
"Dolce & Gabbana DG2094-2","Dolce & Gabbana DG2094 024/19 Silver/Gold Blue Gradient"
"Dolce & Gabbana DG2094-3","Dolce & Gabbana DG2094 024/6V Silver/Gold Grey Mirror Silver Gradient"
"Dolce & Gabbana DG2094-4","Dolce & Gabbana DG2094 04/73 Gunmetal/Brown"
"Dolce & Gabbana DG2094-5","Dolce & Gabbana DG2094 05/8G Silver/Grey Gradient"
"Dolce & Gabbana DG2094-6","Dolce & Gabbana DG2094 488/13 Pale Gold/Brown Gradient"
"Dolce & Gabbana DG2098-1","Dolce & Gabbana DG2098 064/87 Black/Grey"
"Dolce & Gabbana DG2098-2","Dolce & Gabbana DG2098 1086/73 Gold/Brown"
"Dolce & Gabbana DG2098-3","Dolce & Gabbana DG2098 1087/71 Gold/Green"
"Dolce & Gabbana DG2098-4","Dolce & Gabbana DG2098 1088/8G Gunmetal/Grey Gradient"
"Dolce & Gabbana DG3063M-1","Dolce & Gabbana DG3063M 1891 Black"
"Dolce & Gabbana DG3063M-2","Dolce & Gabbana DG3063M 1892 White"
"Dolce & Gabbana DG3063M-3","Dolce & Gabbana DG3063M 1893 Red"
"Dolce & Gabbana DG3063M-4","Dolce & Gabbana DG3063M 1894 Crystal"
"Dolce & Gabbana DG3085-10","Dolce & Gabbana DG3085 1937 Top Violet"
"Dolce & Gabbana DG3085-11","Dolce & Gabbana DG3085 1938 Top Blue"
"Dolce & Gabbana DG3085-12","Dolce & Gabbana DG3085 928 Havana/Yellow"
"Dolce & Gabbana DG3085-13","Dolce & Gabbana DG3085 1570 Small Cube Grey On Crystal"
"Dolce & Gabbana DG3085-14","Dolce & Gabbana DG3085 1571 Small Cube Bordeaux "
"Dolce & Gabbana DG3085-15","Dolce & Gabbana DG3085 1573 Crystal"
"Dolce & Gabbana DG3085-16","Dolce & Gabbana DG3085 501 Black"
"Dolce & Gabbana DG3085-2","Dolce & Gabbana DG3085 1829 Red"
"Dolce & Gabbana DG3085-3","Dolce & Gabbana DG3085 1830 Brown"
"Dolce & Gabbana DG3085-4","Dolce & Gabbana DG3085 1831 Violet"
"Dolce & Gabbana DG3085-5","Dolce & Gabbana DG3085 1832 Green"
"Dolce & Gabbana DG3085-6","Dolce & Gabbana DG3085 1833 Yellow"
"Dolce & Gabbana DG3085-7","Dolce & Gabbana DG3085 1834 Blue"
"Dolce & Gabbana DG3085-8","Dolce & Gabbana DG3085 1935 Top Pink"
"Dolce & Gabbana DG3085-9","Dolce & Gabbana DG3085 1936 Top Brown"
"Dolce & Gabbana DG3091-1","Dolce & Gabbana DG3091 1729 Striped Brown"
"Dolce & Gabbana DG3091-2","Dolce & Gabbana DG3091 1730 Striped Bordeaux"
"Dolce & Gabbana DG3091-3","Dolce & Gabbana DG3091 1731 Striped Blue"
"Dolce & Gabbana DG3091-4","Dolce & Gabbana DG3091 501 Black"
"Dolce & Gabbana DG3091-5","Dolce & Gabbana DG3091 502 Havana"
"Dolce & Gabbana DG3091-6","Dolce & Gabbana DG3091 866 Green Havana"
"Dolce & Gabbana DG3093-1","Dolce & Gabbana DG3093 1740 Violet "
"Dolce & Gabbana DG3093-2","Dolce & Gabbana DG3093 1741 Brown"
"Dolce & Gabbana DG3093-5","Dolce & Gabbana DG3093 1739 Blue"
"Dolce & Gabbana DG3093-6","Dolce & Gabbana DG3093 615 Red"
"Dolce & Gabbana DG3094-3","Dolce & Gabbana DG3094 501 Black"
"Dolce & Gabbana DG3094-4","Dolce & Gabbana DG3094 1728 Barbed Red"
"Dolce & Gabbana DG3095-1","Dolce & Gabbana DG3095 1601 Green Havana"
"Dolce & Gabbana DG3095-2","Dolce & Gabbana DG3095 1725 Havana"
"Dolce & Gabbana DG3095-3","Dolce & Gabbana DG3095 501 Black"
"Dolce & Gabbana DG3095-4","Dolce & Gabbana DG3095 817 Red Havana"
"Dolce & Gabbana DG3096-1","Dolce & Gabbana DG3096 1729 Striped Brown"
"Dolce & Gabbana DG3096-2","Dolce & Gabbana DG3096 1731 Striped Blue"
"Dolce & Gabbana DG3096-4","Dolce & Gabbana DG3096 1730 Striped Bordeaux"
"Dolce & Gabbana DG3096-5","Dolce & Gabbana DG3096 512 Light Havana"
"Dolce & Gabbana DG3097-1","Dolce & Gabbana DG3097 501 Black"
"Dolce & Gabbana DG3097-4","Dolce & Gabbana DG3097 1732 Violet"
"Dolce & Gabbana DG3097-5","Dolce & Gabbana DG3097 866 Green Havana"
"Dolce & Gabbana DG3099-1","Dolce & Gabbana DG3099 1733 Black On Beige"
"Dolce & Gabbana DG3099-2","Dolce & Gabbana DG3099 501 Black"
"Dolce & Gabbana DG3099-4","Dolce & Gabbana DG3099 676 Brown"
"Dolce & Gabbana DG3099-5","Dolce & Gabbana DG3099 1732 Violet"
"Dolce & Gabbana DG3101-1","Dolce & Gabbana DG3101 1793 Opal White"
"Dolce & Gabbana DG3101-2","Dolce & Gabbana DG3101 1794 Blue"
"Dolce & Gabbana DG3101-3","Dolce & Gabbana DG3101 1795 Violet"
"Dolce & Gabbana DG3101-4","Dolce & Gabbana DG3101 501 Black"
"Dolce & Gabbana DG3101-5","Dolce & Gabbana DG3101 502 Havana"
"Dolce & Gabbana DG3102-1","Dolce & Gabbana DG3102 1732 Blue"
"Dolce & Gabbana DG3102-2","Dolce & Gabbana DG3102 1788 Grey"
"Dolce & Gabbana DG3102-4","Dolce & Gabbana DG3102 502 Havana"
"Dolce & Gabbana DG3102-5","Dolce & Gabbana DG3102 544 Red"
"Dolce & Gabbana DG3103-2","Dolce & Gabbana DG3103 1735 Green Havana"
"Dolce & Gabbana DG3103-3","Dolce & Gabbana DG3103 501 Black"
"Dolce & Gabbana DG3103-4","Dolce & Gabbana DG3103 502 Havana"
"Dolce & Gabbana DG3103-5","Dolce & Gabbana DG3103 705 Light Havana"
"Dolce & Gabbana DG3104-1","Dolce & Gabbana DG3104 1574 Blue"
"Dolce & Gabbana DG3104-3","Dolce & Gabbana DG3104 1723 Black Pearl"
"Dolce & Gabbana DG3104-4","Dolce & Gabbana DG3104 1858 Red Gradient"
"Dolce & Gabbana DG3104-6","Dolce & Gabbana DG3104 1860 Brown Gradient"
"Dolce & Gabbana DG3111-1","Dolce & Gabbana DG3111 1723 Black Pearl"
"Dolce & Gabbana DG3111-2","Dolce & Gabbana DG3111 501 Black"
"Dolce & Gabbana DG3111-3","Dolce & Gabbana DG3111 502 Havana"
"Dolce & Gabbana DG3111-4","Dolce & Gabbana DG3111 623 Light Havana"
"Dolce & Gabbana DG3112-1","Dolce & Gabbana DG3112 1858 Red Gradient"
"Dolce & Gabbana DG3112-2","Dolce & Gabbana DG3112 1859 Grey Gradient"
"Dolce & Gabbana DG3112-3","Dolce & Gabbana DG3112 501 Black"
"Dolce & Gabbana DG3112-4","Dolce & Gabbana DG3112 502 Havana"
"Dolce & Gabbana DG3112-5","Dolce & Gabbana DG3112 623 Light Havana"
"Dolce & Gabbana DG3113-1","Dolce & Gabbana DG3113 1913 Violet"
"Dolce & Gabbana DG3113-2","Dolce & Gabbana DG3113 1914 Brown"
"Dolce & Gabbana DG3113-3","Dolce & Gabbana DG3113 1915 Red"
"Dolce & Gabbana DG3113-4","Dolce & Gabbana DG3113 1916 Pink"
"Dolce & Gabbana DG3113-5","Dolce & Gabbana DG3113 1917 Black"
"Dolce & Gabbana DG3113-6","Dolce & Gabbana DG3113 1918 Amber"
"Dolce & Gabbana DG3114-1","Dolce & Gabbana DG3114 1913 Violet"
"Dolce & Gabbana DG3114-2","Dolce & Gabbana DG3114 1914 Brown"
"Dolce & Gabbana DG3114-3","Dolce & Gabbana DG3114 1915 Red"
"Dolce & Gabbana DG3114-4","Dolce & Gabbana DG3114 1916 Pink"
"Dolce & Gabbana DG3114-5","Dolce & Gabbana DG3114 1917 Black"
"Dolce & Gabbana DG3114-6","Dolce & Gabbana DG3114 1918 Amber"
"Dolce & Gabbana DG3115-1","Dolce & Gabbana DG3115 1891 Black"
"Dolce & Gabbana DG3115-2","Dolce & Gabbana DG3115 1893 Red"
"Dolce & Gabbana DG3115-3","Dolce & Gabbana DG3115 1895 Black Lace"
"Dolce & Gabbana DG3115-4","Dolce & Gabbana DG3115 1896 White Lace"
